OrderID,Date,Product,Category,Quantity,UnitPrice,Region,PaymentMode,CustomerID
ORD2134,2025-06-19,Notebook Set,Stationery,8.0,142.08,West,Net Banking,CUST1744
ORD2306,2025-01-06,Desk Organizer,Stationery,5.0,361.61,West,Credit Card,CUST1960
ORD1516,2025-02-26,Yoga Mat,Fitness,1.0,862.24,East,Credit Card,CUST1828
ORD2116,2025-02-04,Backpack,Accessories,,1355.04,West,Credit Card,CUST1582
ORD1533,2025-01-18,Table Lamp,Furniture,6.0,1140.65,North,Credit Card,CUST1049
ORD2089,2025-07-18,Wireless Mouse,Electronics,8.0,629.83,North,UPI,CUST1110
ORD2437,2025-07-11,Wireless Mouse,Electronics,3.0,636.04,South,Cash,CUST1923
ORD1903,2025-03-27,Desk Organizer,Stationery,6.0,341.74,North,UPI,CUST1198
ORD1548,2025-07-26,Water Bottle,Accessories,7.0,327.15,South,Net Banking,CUST1062
ORD1453,2025-06-28,Desk Organizer,Stationery,6.0,373.44,West,UPI,CUST1991
ORD2240,2025-03-04,Desk Organizer,Stationery,3.0,366.67,West,UPI,CUST1141
ORD1598,2025-04-02,Coffee Mug,Kitchen,4.0,185.66,West,Credit Card,CUST1233
ORD1672,2025-03-08,Notebook Set,Stationery,7.0,145.66,West,Debit Card,CUST1323
ORD1570,2025-05-31,Coffee Mug,Kitchen,6.0,192.8,East,Credit Card,CUST1291
ORD1665,2025-04-09,Bluetooth Speaker,Electronics,5.0,1511.06,East,Credit Card,CUST1933
ORD1061,2025-02-19,Desk Organizer,Stationery,7.0,337.01,North,Cash,CUST1359
ORD2049,2025-02-28,LED Desk Lamp,Electronics,8.0,875.97,East,Credit Card,CUST1151
ORD1536,2025-02-27,Desk Organizer,Stationery,3.0,345.6,North,Cash,CUST1020
ORD2038,2025-05-24,Desk Organizer,Stationery,0.0,353.24,South,UPI,CUST1342
ORD2037,2025-04-04,Backpack,Accessories,8.0,1329.95,East,Cash,CUST1179
ORD1244,2025-04-18,USB-C Cable,Electronics,3.0,264.78,South,Cash,CUST1053
ORD1025,2025-07-16,USB-C Cable,Electronics,3.0,230.49,West,Net Banking,CUST1169
ORD1222,2025-05-07,Desk Organizer,Stationery,8.0,366.76,West,Net Banking,CUST1658
ORD1947,2025-06-21,LED Desk Lamp,Electronics,3.0,833.24,North,Credit Card,CUST1147
ORD1105,2025-02-24,Coffee Mug,Kitchen,6.0,210.85,East,Cash,CUST1901
ORD1875,2025-07-15,USB-C Cable,Electronics,1.0,233.55,West,Debit Card,CUST1905
ORD1509,2025-04-29,Wireless Mouse,Electronics,1.0,559.23,West,Debit Card,CUST1508
ORD1131,2025-04-24,Desk Organizer,Stationery,5.0,326.77,West,Debit Card,CUST1992
ORD1444,2025-07-29,Water Bottle,Accessories,2.0,295.36,North,UPI,CUST1214
ORD1668,2025-05-17,USB-C Cable,Electronics,1.0,255.32,South,UPI,CUST1885
ORD1508,2025-02-20,Bluetooth Speaker,Electronics,8.0,1591.73,North,Cash,CUST1125
ORD2410,2025-02-28,Wireless Mouse,Electronics,6.0,580.16,South,Net Banking,CUST1055
ORD1075,2025-03-04,Backpack,Accessories,3.0,1339.54,North,Credit Card,CUST1797
ORD1036,2025-01-04,USB-C Cable,Electronics,2.0,270.23,South,UPI,CUST1416
ORD2470,2025-05-16,Bluetooth Speaker,Electronics,,1433.75,South,Net Banking,CUST1403
ORD1057,2025-03-02,Office Chair,Furniture,3.0,5475.11,South,Debit Card,CUST1025
ORD1196,2025-03-07,Desk Organizer,Stationery,6.0,380.66,West,Credit Card,CUST1093
ORD2259,2025-04-14,USB-C Cable,Electronics,7.0,267.53,West,Debit Card,CUST1450
ORD1734,2025-07-19,LED Desk Lamp,Electronics,7.0,872.59,West,Debit Card,CUST1600
ORD1866,2025-01-07,Office Chair,Furniture,5.0,5104.58,South,Net Banking,CUST1237
ORD1687,2025-05-26,Yoga Mat,Fitness,6.0,848.17,West,UPI,CUST1004
ORD1477,2025-07-26,Notebook Set,Stationery,3.0,150.08,West,Net Banking,CUST1649
ORD1086,2025-05-20,Table Lamp,Furniture,4.0,1196.18,East,Debit Card,CUST1497
ORD1561,2025-05-02,Table Lamp,Furniture,5.0,1294.21,North,Cash,CUST1837
ORD1334,2025-02-19,LED Desk Lamp,Electronics,2.0,868.56,West,Cash,CUST1735
ORD2048,2025-06-20,Yoga Mat,Fitness,8.0,792.29,South,Cash,CUST1175
ORD1921,2025-05-24,Yoga Mat,Fitness,2.0,752.11,East,Net Banking,CUST1326
ORD1933,2025-04-13,Coffee Mug,Kitchen,7.0,188.6,South,Net Banking,CUST1162
ORD2178,2025-02-03,Coffee Mug,Kitchen,2.0,191.73,West,UPI,CUST1266
ORD2183,2025-01-14,Office Chair,Furniture,4.0,4682.2,West,Cash,CUST1167
ORD1538,2025-01-20,Table Lamp,Furniture,2.0,1160.14,West,Credit Card,CUST1441
ORD1788,2025-03-14,Bluetooth Speaker,Electronics,5.0,1386.59,West,Credit Card,CUST1238
ORD1656,2025-01-11,Backpack,Accessories,7.0,1241.61,East,UPI,CUST1164
ORD1418,2025-01-22,Desk Organizer,Stationery,2.0,367.77,East,UPI,CUST1662
ORD2337,2025-07-04,LED Desk Lamp,Electronics,3.0,870.2,South,UPI,CUST1200
ORD1169,2025-07-25,Water Bottle,Accessories,2.0,297.11,North,UPI,CUST1772
ORD2021,2025-06-11,Notebook Set,Stationery,6.0,163.17,South,Cash,CUST1130
ORD1573,2025-01-03,Desk Organizer,Stationery,8.0,377.72,South,Net Banking,CUST1820
ORD1660,2025-05-14,Office Chair,Furniture,2.0,5285.2,South,Debit Card,CUST1556
ORD2289,2025-01-01,Wireless Mouse,Electronics,8.0,654.24,East,UPI,CUST1000
ORD1332,2025-01-03,Wireless Mouse,Electronics,5.0,607.14,North,Cash,CUST1291
ORD2197,2025-05-06,LED Desk Lamp,Electronics,7.0,941.41,East,Net Banking,CUST1134
ORD1574,2025-02-27,Wireless Mouse,Electronics,5.0,611.98,East,Cash,CUST1433
ORD2304,2025-06-18,Notebook Set,Stationery,3.0,136.05,South,Credit Card,CUST1130
ORD2113,2025-05-20,USB-C Cable,Electronics,1.0,271.54,North,Debit Card,CUST1901
ORD2194,2025-07-10,Wireless Mouse,Electronics,2.0,604.65,West,Credit Card,CUST1408
ORD2386,2025-02-04,Table Lamp,Furniture,6.0,1239.84,West,Debit Card,CUST1472
ORD2228,2025-06-05,Office Chair,Furniture,8.0,4599.98,West,Debit Card,CUST1310
ORD2267,2025-03-31,USB-C Cable,Electronics,2.0,267.45,West,Debit Card,CUST1586
ORD1335,2025-01-04,Office Chair,Furniture,6.0,5289.71,South,UPI,CUST1625
ORD1008,2025-07-17,Notebook Set,Stationery,5.0,163.46,South,Credit Card,CUST1389
ORD1955,2025-01-23,Yoga Mat,Fitness,4.0,794.6,North,Net Banking,CUST1817
ORD2307,2025-06-14,Backpack,Accessories,1.0,1390.93,East,Debit Card,CUST1864
ORD2226,2025-06-22,Backpack,Accessories,6.0,1375.89,South,Net Banking,CUST1212
ORD1304,2025-01-19,LED Desk Lamp,Electronics,7.0,899.77,East,Net Banking,CUST1696
ORD2454,2025-07-03,Backpack,Accessories,1.0,1210.73,East,Debit Card,CUST1784
ORD1779,2025-03-19,Office Chair,Furniture,1.0,4499.19,South,Cash,CUST1293
ORD1074,2025-04-27,Bluetooth Speaker,Electronics,7.0,1614.76,South,Debit Card,CUST1506
ORD1879,2025-04-26,Water Bottle,Accessories,1.0,279.8,South,Debit Card,CUST1092
ORD1522,2025-01-15,Bluetooth Speaker,Electronics,4.0,1529.48,North,Net Banking,CUST1489
ORD1335,2025-01-04,Office Chair,Furniture,6.0,5289.71,South,UPI,CUST1625
ORD1569,2025-03-03,Wireless Mouse,Electronics,6.0,597.66,West,UPI,CUST1983
ORD1590,2025-06-11,Water Bottle,Accessories,3.0,287.84,North,Credit Card,CUST1462
ORD1088,2025-02-02,Coffee Mug,Kitchen,1.0,215.2,North,Credit Card,CUST1658
ORD1755,2025-04-19,Coffee Mug,Kitchen,4.0,195.78,East,Cash,CUST1874
ORD1217,2025-04-03,Table Lamp,Furniture,2.0,1183.82,North,UPI,CUST1446
ORD2041,2025-05-05,Coffee Mug,Kitchen,2.0,197.81,,Debit Card,CUST1635
ORD1173,2025-05-01,Notebook Set,Stationery,1.0,152.56,East,Net Banking,CUST1226
ORD2400,2025-01-18,Wireless Mouse,Electronics,4.0,588.35,West,Credit Card,CUST1729
ORD1221,2025-03-07,Office Chair,Furniture,4.0,4672.56,South,Credit Card,CUST1181
ORD1319,2025-07-17,Desk Organizer,Stationery,5.0,356.68,South,UPI,CUST1285
ORD2325,2025-07-05,Coffee Mug,Kitchen,8.0,186.5,South,Credit Card,CUST1061
ORD2362,2025-05-23,Coffee Mug,Kitchen,1.0,194.01,South,Cash,CUST1965
ORD2460,2025-02-02,Water Bottle,Accessories,6.0,326.15,North,Cash,CUST1063
ORD1266,2025-03-10,USB-C Cable,Electronics,2.0,260.31,North,Debit Card,CUST1616
ORD1006,2025-05-18,Coffee Mug,Kitchen,2.0,217.83,West,Credit Card,CUST1565
ORD1925,2025-06-30,Office Chair,Furniture,8.0,5115.29,East,Cash,CUST1837
ORD1138,2025-05-05,Table Lamp,Furniture,2.0,1086.02,South,UPI,CUST1318
ORD1163,2025-03-15,Coffee Mug,Kitchen,4.0,203.26,East,UPI,CUST1651
ORD2253,2025-07-08,Yoga Mat,Fitness,1.0,791.51,South,Net Banking,CUST1579
ORD1594,2025-03-24,Wireless Mouse,Electronics,4.0,541.25,North,UPI,CUST1231
ORD2436,2025-01-29,USB-C Cable,Electronics,8.0,252.34, south ,UPI,CUST1205
ORD2344,2025-05-30,USB-C Cable,Electronics,8.0,234.52,North,Debit Card,CUST1809
ORD2104,2025-04-13,Backpack,Accessories,2.0,1361.72,South,Credit Card,CUST1372
ORD2446,2025-02-01,Yoga Mat,Fitness,5.0,871.08,South,Cash,CUST1462
ORD1523,2025-03-26,Wireless Mouse,Electronics,4.0,635.71,East,UPI,CUST1940
ORD1876,2025-07-18,LED Desk Lamp,Electronics,5.0,892.05,West,Cash,CUST1627
ORD2159,2025-02-17,Desk Organizer,Stationery,8.0,369.31,South,Credit Card,CUST1410
ORD1578,2025-03-12,Water Bottle,Accessories,6.0,320.62,East,Cash,CUST1192
ORD2285,2025-06-12,Backpack,Accessories,4.0,1406.49,North,Cash,CUST1567
ORD1019,2025-07-12,USB-C Cable,Electronics,5.0,262.38,East,Credit Card,CUST1300
ORD1715,2025-05-14,Notebook Set,Stationery,7.0,158.73,North,UPI,CUST1487
ORD1633,2025-06-12,Water Bottle,Accessories,5.0,301.85,East,Credit Card,CUST1046
ORD1782,2025-02-18,Water Bottle,Accessories,7.0,321.85,West,Debit Card,CUST1255
ORD1618,2025-05-04,Yoga Mat,Fitness,8.0,748.07,West,Cash,CUST1626
ORD2114,2025-04-09,Bluetooth Speaker,Electronics,8.0,1443.4,West,Debit Card,CUST1470
ORD1655,2025-02-15,Coffee Mug,Kitchen,2.0,186.54,South,Net Banking,CUST1122
ORD1838,2025-07-21,LED Desk Lamp,Electronics,7.0,835.71,East,Credit Card,CUST1487
ORD1768,2025-04-12,Desk Organizer,Stationery,5.0,376.06,East,Net Banking,CUST1533
ORD1137,2025-02-22,Wireless Mouse,Electronics,5.0,604.9,East,Debit Card,CUST1901
ORD1557,2025-05-30,Yoga Mat,Fitness,2.0,866.9,North,Cash,CUST1888
ORD1697,2025-01-11,Water Bottle,Accessories,4.0,314.64,South,Credit Card,CUST1270
ORD2247,2025-06-09,USB-C Cable,Electronics,8.0,258.83,West,UPI,CUST1902
ORD2130,2025-01-24,Table Lamp,Furniture,2.0,1221.03,East,Credit Card,CUST1580
ORD1885,2025-02-21,Office Chair,Furniture,1.0,5121.54,East,Credit Card,CUST1469
ORD2330,2025-07-21,Notebook Set,Stationery,2.0,144.28,West,Debit Card,CUST1614
ORD1368,2025-01-21,Desk Organizer,Stationery,8.0,373.23, north ,Net Banking,CUST1741
ORD2431,2025-06-18,USB-C Cable,Electronics,7.0,253.29,West,Credit Card,CUST1111
ORD1878,2025-01-29,USB-C Cable,Electronics,3.0,262.88,South,Debit Card,CUST1423
ORD1327,2025-07-03,Water Bottle,Accessories,8.0,275.11,South,Credit Card,CUST1987
ORD1317,2025-05-13,Office Chair,Furniture,4.0,5059.87,West,Net Banking,CUST1385
ORD2157,2025-02-11,Bluetooth Speaker,Electronics,5.0,1500.9,East,Debit Card,CUST1616
ORD2122,2025-03-04,Desk Organizer,Stationery,4.0,330.48,East,Net Banking,CUST1086
ORD1528,2025-07-28,Yoga Mat,Fitness,3.0,779.57,East,UPI,CUST1181
ORD1526,2025-03-19,Water Bottle,Accessories,6.0,277.26,South,Debit Card,CUST1810
ORD1087,2025-04-10,Wireless Mouse,Electronics,6.0,619.23,West,UPI,CUST1860
ORD1479,2025-01-23,Notebook Set,Stationery,7.0,137.56,North,Cash,CUST1682
ORD1338,2025-03-02,Backpack,Accessories,8.0,1364.93,East,Cash,CUST1596
ORD2008,2025-05-14,LED Desk Lamp,Electronics,8.0,883.18,South,Net Banking,CUST1708
ORD1657,2025-03-07,Yoga Mat,Fitness,1.0,771.92,South,Credit Card,CUST1157
ORD1148,2025-02-02,Wireless Mouse,Electronics,6.0,643.29,West,Credit Card,CUST1538
ORD2231,2025-01-30,Backpack,Accessories,4.0,1200.45,South,Debit Card,CUST1264
ORD2405,2025-01-04,Table Lamp,Furniture,4.0,1084.19,North,Cash,CUST1242
ORD1028,2025-01-17,Notebook Set,Stationery,6.0,134.73,South,Net Banking,CUST1225
ORD1246,2025-03-14,Bluetooth Speaker,Electronics,2.0,1577.88, east ,Debit Card,CUST1927
ORD1365,2025-03-18,Office Chair,Furniture,7.0,,West,UPI,CUST1869
ORD1975,2025-01-07,Wireless Mouse,Electronics,2.0,545.91,South,Net Banking,CUST1653
ORD1840,2025-04-22,USB-C Cable,Electronics,3.0,262.05,West,Net Banking,CUST1202
ORD2144,2025-07-08,Yoga Mat,Fitness,2.0,802.51,East,Debit Card,CUST1905
ORD1198,2025-05-31,Wireless Mouse,Electronics,6.0,619.37,West,Cash,CUST1894
ORD1800,2025-05-02,Table Lamp,Furniture,3.0,1168.16,North,UPI,CUST1161
ORD2202,2025-05-15,Coffee Mug,Kitchen,2.0,190.67,West,Credit Card,CUST1928
ORD1404,2025-04-16,LED Desk Lamp,Electronics,7.0,949.19,South,Net Banking,CUST1533
ORD1817,2025-01-15,Table Lamp,Furniture,5.0,1205.96,North,Cash,CUST1079
ORD1483,2025-03-09,Bluetooth Speaker,Electronics,2.0,1497.85,East,Credit Card,CUST1511
ORD1158,2025-01-03,Desk Organizer,Stationery,8.0,377.0,South,Credit Card,CUST1452
ORD1315,2025-01-29,Table Lamp,Furniture,4.0,1083.64,East,Debit Card,CUST1155
ORD1256,2025-01-22,Desk Organizer,Stationery,6.0,318.82,North,Debit Card,CUST1894
ORD1007,2025-06-10,LED Desk Lamp,Electronics,6.0,912.91,North,Credit Card,CUST1677
ORD2374,2025-03-21,Yoga Mat,Fitness,4.0,799.4,West,Cash,CUST1206
ORD1384,2025-05-09,Wireless Mouse,Electronics,7.0,635.68,South,Credit Card,CUST1940
ORD1177,2025-07-10,Yoga Mat,Fitness,3.0,860.59,North,Debit Card,CUST1630
ORD1851,2025-06-08,Table Lamp,Furniture,5.0,1091.83,North,Credit Card,CUST1397
ORD1314,2025-06-08,Table Lamp,Furniture,7.0,1114.54,South,Credit Card,CUST1586
ORD1357,2025-07-15,Table Lamp,Furniture,2.0,1086.83,West,Net Banking,CUST1784
ORD1298,2025-02-10,Notebook Set,Stationery,6.0,161.93,East,UPI,CUST1781
ORD1455,2025-02-03,Yoga Mat,Fitness,8.0,845.07,North,Credit Card,CUST1101
ORD1543,2025-03-16,Desk Organizer,Stationery,2.0,347.16,,Cash,CUST1803
ORD1662,2025-03-17,Water Bottle,Accessories,4.0,325.93,West,Net Banking,CUST1843
ORD1596,2025-02-12,LED Desk Lamp,Electronics,2.0,957.23,East,Cash,CUST1466
ORD1868,2025-05-01,Yoga Mat,Fitness,6.0,748.5,West,Debit Card,CUST1485
ORD1928,2025-02-27,Notebook Set,Stationery,3.0,159.76,East,Cash,CUST1401
ORD1527,2025-05-05,Desk Organizer,Stationery,6.0,326.26,East,UPI,CUST1681
ORD2273,2025-06-14,Bluetooth Speaker,Electronics,2.0,1406.79,North,Net Banking,CUST1534
ORD1159,2025-05-31,Water Bottle,Accessories,5.0,307.31,West,Cash,CUST1467
ORD2298,2025-07-28,Wireless Mouse,Electronics,8.0,619.64,East,Debit Card,CUST1847
ORD1360,2025-05-19,Notebook Set,Stationery,4.0,156.58,North,UPI,CUST1515
ORD2340,2025-04-05,Notebook Set,Stationery,6.0,153.8,West,Credit Card,CUST1121
ORD1202,2025-05-27,LED Desk Lamp,Electronics,4.0,954.24,North,Net Banking,CUST1951
ORD2263,2025-01-29,Backpack,Accessories,2.0,1265.12,East,Credit Card,CUST1535
ORD1797,2025-03-18,Desk Organizer,Stationery,4.0,339.26,North,UPI,CUST1996
ORD1112,2025-07-10,Bluetooth Speaker,Electronics,3.0,1406.52,West,Cash,CUST1741
ORD2237,2025-04-04,Desk Organizer,Stationery,6.0,371.28,North,UPI,CUST1449
ORD1307,2025-05-09,Backpack,Accessories,1.0,1180.87,South,Cash,CUST1823
ORD1948,2025-05-05,Table Lamp,Furniture,7.0,1312.9,South,Credit Card,CUST1140
ORD1422,2025-04-17,LED Desk Lamp,Electronics,2.0,829.97,,Cash,CUST1319
ORD2018,2025-03-02,Bluetooth Speaker,Electronics,7.0,1609.89,West,UPI,CUST1075
ORD2125,2025-03-10,Backpack,Accessories,1.0,1349.91,North,Cash,CUST1386
ORD1971,2025-04-11,Yoga Mat,Fitness,8.0,842.65,South,Net Banking,CUST1788
ORD1459,2025-06-10,Backpack,Accessories,0.0,1357.71,South,Debit Card,CUST1671
ORD2428,2025-04-27,Yoga Mat,Fitness,3.0,759.74,South,Credit Card,CUST1119
ORD2314,2025-03-27,Desk Organizer,Stationery,5.0,331.35,West,UPI,CUST1981
ORD1762,2025-05-24,Water Bottle,Accessories,5.0,289.68,West,Credit Card,CUST1359
ORD2047,2025-05-14,Notebook Set,Stationery,6.0,146.37,East,Cash,CUST1497
ORD1945,2025-04-14,Backpack,Accessories,7.0,1282.16,South,UPI,CUST1486
ORD1449,2025-02-02,Desk Organizer,Stationery,3.0,331.53,East,UPI,CUST1779
ORD2189,2025-06-23,Coffee Mug,Kitchen,2.0,214.42,North,Cash,CUST1697
ORD1679,2025-02-06,USB-C Cable,Electronics,2.0,226.18,West,,CUST1560
ORD1692,2025-05-10,Wireless Mouse,Electronics,1.0,636.45,West,Net Banking,CUST1217
ORD2320,2025-07-12,Yoga Mat,Fitness,7.0,756.35,North,Debit Card,CUST1393
ORD1080,2025-05-05,USB-C Cable,Electronics,4.0,237.77,North,Cash,CUST1240
ORD2329,2025-07-29,USB-C Cable,Electronics,1.0,245.12,South,UPI,CUST1655
ORD2015,2025-01-14,Table Lamp,Furniture,3.0,1117.0,North,Debit Card,CUST1527
ORD1802,2025-02-09,Desk Organizer,Stationery,2.0,322.88,South,Cash,CUST1571
ORD1215,2025-01-20,Coffee Mug,Kitchen,6.0,202.02,West,Debit Card,CUST1296
ORD1982,2025-06-15,Office Chair,Furniture,8.0,4607.51,West,UPI,CUST1628
ORD1030,2025-03-02,USB-C Cable,Electronics,5.0,257.42,South,Net Banking,CUST1135
ORD1242,2025-03-03,USB-C Cable,Electronics,5.0,272.19,West,UPI,CUST1376
ORD2192,2025-06-02,LED Desk Lamp,Electronics,1.0,868.33,North,Net Banking,CUST1973
ORD1641,2025-06-03,Desk Organizer,Stationery,6.0,349.29,West,Debit Card,CUST1623
ORD1696,2025-02-10,Coffee Mug,Kitchen,3.0,201.64,South,Debit Card,CUST1961
ORD1209,2025-05-05,Backpack,Accessories,8.0,1276.7,South,Net Banking,CUST1116
ORD1856,2025-07-10,Backpack,Accessories,3.0,1173.87,East,Cash,CUST1640
ORD1770,2025-06-19,Notebook Set,Stationery,5.0,162.13,North,UPI,CUST1170
ORD1752,2025-06-28,Bluetooth Speaker,Electronics,8.0,1443.73,North,Credit Card,CUST1690
ORD2324,2025-05-27,Notebook Set,Stationery,3.0,153.09,East,Cash,CUST1431
ORD1435,2025-04-09,Yoga Mat,Fitness,7.0,748.78,South,Net Banking,CUST1170
ORD2332,2025-04-27,Bluetooth Speaker,Electronics,1.0,1497.78,North,UPI,CUST1709
ORD2424,2025-01-10,Backpack,Accessories,2.0,1269.08,South,UPI,CUST1781
ORD2171,2025-03-09,LED Desk Lamp,Electronics,4.0,920.16,South,Cash,CUST1596
ORD2387,2025-01-22,Bluetooth Speaker,Electronics,4.0,1563.03,West,UPI,CUST1482
ORD1688,2025-03-05,Water Bottle,Accessories,4.0,311.69,West,Cash,CUST1860
ORD1551,2025-07-24,USB-C Cable,Electronics,3.0,230.09,West,UPI,CUST1971
ORD1544,2025-05-01,Backpack,Accessories,8.0,1401.59,East,Credit Card,CUST1657
ORD2364,2025-04-19,Backpack,Accessories,7.0,1367.29,East,Cash,CUST1601
ORD2353,2025-01-07,Backpack,Accessories,3.0,1283.85,East,Credit Card,CUST1367
ORD1888,2025-01-02,Yoga Mat,Fitness,4.0,,East,Net Banking,CUST1643
ORD2022,2025-06-27,Wireless Mouse,Electronics,1.0,572.72,North,Debit Card,CUST1469
ORD1403,2025-04-01,Bluetooth Speaker,Electronics,2.0,1528.06,East,Debit Card,CUST1012
ORD2264,2025-01-31,Office Chair,Furniture,6.0,4803.96,East,Cash,CUST1301
ORD1362,2025-06-19,Office Chair,Furniture,4.0,4912.58,East,Credit Card,CUST1570
ORD1271,2025-06-23,Table Lamp,Furniture,3.0,1307.58,South,Net Banking,CUST1694
ORD1466,2025-06-07,Backpack,Accessories,8.0,1392.52,North,Credit Card,CUST1143
ORD2357,2025-02-05,Yoga Mat,Fitness,5.0,720.46,East,Cash,CUST1842
ORD2117,2025-05-06,Desk Organizer,Stationery,8.0,347.32,South,Net Banking,CUST1057
ORD1964,2025-06-02,Office Chair,Furniture,3.0,5336.55,West,Debit Card,CUST1243
ORD1277,2025-03-15,Yoga Mat,Fitness,8.0,751.09,South,Credit Card,CUST1462
ORD2355,2025-04-03,Bluetooth Speaker,Electronics,1.0,1512.8,East,UPI,CUST1691
ORD2442,2025-07-22,USB-C Cable,Electronics,1.0,242.81,East,Debit Card,CUST1484
ORD2389,2025-05-17,Bluetooth Speaker,Electronics,7.0,1399.6,North,Cash,CUST1157
ORD1441,2025-05-21,Coffee Mug,Kitchen,2.0,201.89,East,Net Banking,CUST1843
ORD2016,2025-01-19,Bluetooth Speaker,Electronics,4.0,1565.38,East,Debit Card,CUST1203
ORD1786,2025-01-29,LED Desk Lamp,Electronics,8.0,920.17,East,Net Banking,CUST1503
ORD2168,2025-02-22,Table Lamp,Furniture,-1.0,1305.96,East,Cash,CUST1764
ORD1442,2025-05-19,Water Bottle,Accessories,1.0,314.55,West,Net Banking,CUST1223
ORD1299,2025-05-08,Office Chair,Furniture,8.0,4997.76,East,Debit Card,CUST1023
ORD1967,2025-05-02,LED Desk Lamp,Electronics,4.0,877.39,West,Debit Card,CUST1268
ORD1375,2025-04-05,Notebook Set,Stationery,6.0,146.44,South,UPI,CUST1016
ORD2039,2025-05-19,Notebook Set,Stationery,2.0,153.44,South,UPI,CUST1328
ORD2494,2025-03-08,LED Desk Lamp,Electronics,7.0,925.93,South,Debit Card,CUST1467
ORD1960,2025-05-05,LED Desk Lamp,Electronics,2.0,831.9,North,Cash,CUST1258
ORD2027,2025-02-08,Yoga Mat,Fitness,1.0,785.86,North,Credit Card,CUST1481
ORD2017,2025-06-23,Table Lamp,Furniture,6.0,1134.27,North,Cash,CUST1233
ORD1472,2025-01-04,USB-C Cable,Electronics,6.0,270.61, south ,Debit Card,CUST1881
ORD2396,2025-07-28,Bluetooth Speaker,Electronics,6.0,1445.84,South,Net Banking,CUST1212
ORD1563,2025-07-10,LED Desk Lamp,Electronics,8.0,948.27,East,Cash,CUST1746
ORD2379,2025-06-08,Office Chair,Furniture,7.0,4956.84,South,Net Banking,CUST1097
ORD1750,2025-03-13,USB-C Cable,Electronics,7.0,235.16,South,Credit Card,CUST1538
ORD1388,2025-04-08,Backpack,Accessories,7.0,1312.69,North,Credit Card,CUST1719
ORD1022,2025-02-09,Notebook Set,Stationery,6.0,156.82,North,Net Banking,CUST1331
ORD2349,2025-03-20,Notebook Set,Stationery,7.0,160.58,South,Cash,CUST1260
ORD1124,2025-06-29,LED Desk Lamp,Electronics,8.0,821.9,South,Cash,CUST1806
ORD1423,2025-04-27,Water Bottle,Accessories,4.0,300.26,East,Debit Card,
ORD1773,2025-02-09,Yoga Mat,Fitness,2.0,823.74,West,Cash,CUST1234
ORD2365,2025-05-26,Wireless Mouse,Electronics,1.0,649.57,South,Cash,CUST1581
ORD1470,2025-06-05,USB-C Cable,Electronics,4.0,261.34,East,Credit Card,CUST1802
ORD1721,2025-07-01,Wireless Mouse,Electronics,1.0,608.34,North,Net Banking,CUST1007
ORD2044,2025-01-29,LED Desk Lamp,Electronics,3.0,898.34,South,Net Banking,CUST1974
ORD2279,2025-03-15,Office Chair,Furniture,3.0,4681.73,North,UPI,CUST1314
ORD1142,2025-04-09,Office Chair,Furniture,4.0,5420.78,South,Credit Card,CUST1282
ORD1050,2025-03-14,LED Desk Lamp,Electronics,4.0,938.13,South,Cash,CUST1517
ORD2419,2025-04-20,Backpack,Accessories,2.0,1366.25,East,Net Banking,
ORD2229,2025-02-23,Notebook Set,Stationery,1.0,163.88,East,Cash,CUST1365
ORD1623,2025-06-23,Desk Organizer,Stationery,7.0,324.48,North,Credit Card,CUST1658
ORD2142,2025-01-15,Wireless Mouse,Electronics,2.0,576.71,East,Credit Card,CUST1922
ORD1081,2025-03-27,LED Desk Lamp,Electronics,6.0,969.67,North,UPI,CUST1154
ORD1703,2025-07-29,Water Bottle,Accessories,6.0,298.21,West,Net Banking,CUST1006
ORD1482,2025-07-17,Bluetooth Speaker,Electronics,1.0,1449.54,West,Cash,CUST1536
ORD1321,2025-06-26,Notebook Set,Stationery,8.0,143.55,East,Net Banking,CUST1956
ORD2269,2025-06-05,Table Lamp,Furniture,3.0,1261.82,West,Debit Card,CUST1683
ORD1505,2025-04-26,Backpack,Accessories,4.0,1193.71,North,UPI,CUST1124
ORD2445,2025-07-26,Water Bottle,Accessories,2.0,269.28,West,UPI,CUST1026
ORD1841,2025-04-12,Coffee Mug,Kitchen,4.0,201.43,South,UPI,CUST1073
ORD1066,2025-06-20,Bluetooth Speaker,Electronics,6.0,1535.92,North,Cash,CUST1519
ORD2300,2025-02-19,Water Bottle,Accessories,8.0,269.66,North,Cash,CUST1696
ORD2193,2025-03-25,Coffee Mug,Kitchen,3.0,187.51,North,Cash,CUST1330
ORD2346,2025-05-13,Coffee Mug,Kitchen,8.0,186.22,East,Net Banking,CUST1711
ORD1801,2025-01-24,Coffee Mug,Kitchen,6.0,216.15,North,Credit Card,CUST1364
ORD2463,2025-05-18,Wireless Mouse,Electronics,8.0,576.95,East,UPI,CUST1511
ORD1031,2025-05-27,Table Lamp,Furniture,8.0,1137.37,West,Debit Card,CUST1194
ORD1795,2025-05-02,Notebook Set,Stationery,7.0,154.41,East,Cash,CUST1162
ORD1417,2025-05-10,USB-C Cable,Electronics,7.0,251.17,East,Net Banking,CUST1608
ORD1632,2025-01-30,Coffee Mug,Kitchen,2.0,209.32,South,Credit Card,CUST1349
ORD2264,2025-01-31,Office Chair,Furniture,6.0,4803.96,East,Cash,CUST1301
