OrderID,Date,Product,Category,Quantity,UnitPrice,Region,PaymentMode,CustomerID,Revenue,Month,UnitsSold
ORD2411,2025-03-05,Desk Organizer,Stationery,4.0,356.54,West,Net Banking,CUST1329,1426.16,2025-03,4.0
ORD1051,2025-03-06,Coffee Mug,Kitchen,5.0,182.77,West,Cash,CUST1045,913.85,2025-03,5.0
ORD2014,2025-03-06,Backpack,Accessories,6.0,1329.35,West,Credit Card,CUST1106,7976.1,2025-03,6.0
ORD1117,2025-03-06,Wireless Mouse,Electronics,8.0,552.77,North,Debit Card,CUST1503,4422.16,2025-03,8.0
ORD1091,2025-03-06,Backpack,Accessories,2.0,1291.29,North,Cash,CUST1229,2582.58,2025-03,2.0
ORD2356,2025-03-06,Water Bottle,Accessories,5.0,313.66,East,Upi,CUST1722,1568.3,2025-03,5.0
ORD2495,2025-03-07,Bluetooth Speaker,Electronics,7.0,1630.97,South,Net Banking,CUST1208,11416.79,2025-03,7.0
ORD1739,2025-03-07,USB-C Cable,Electronics,5.0,258.67,West,Net Banking,CUST1495,1293.35,2025-03,5.0
ORD2425,2025-03-07,Backpack,Accessories,6.0,1301.5,West,Cash,CUST1713,7809.0,2025-03,6.0
ORD1196,2025-03-07,Desk Organizer,Stationery,6.0,380.66,West,Credit Card,CUST1093,2283.96,2025-03,6.0
ORD1830,2025-03-07,Notebook Set,Stationery,5.0,136.84,West,Net Banking,CUST1939,684.2,2025-03,5.0
ORD2138,2025-03-07,Office Chair,Furniture,4.0,4904.88,North,Upi,CUST1196,19619.52,2025-03,4.0
ORD1601,2025-03-07,Desk Organizer,Stationery,1.0,355.56,North,Credit Card,CUST1669,355.56,2025-03,1.0
ORD1221,2025-03-07,Office Chair,Furniture,4.0,4672.56,South,Credit Card,CUST1181,18690.24,2025-03,4.0
ORD2174,2025-03-07,Yoga Mat,Fitness,2.0,734.33,North,Credit Card,CUST1340,1468.66,2025-03,2.0
ORD1657,2025-03-07,Yoga Mat,Fitness,1.0,771.92,South,Credit Card,CUST1157,771.92,2025-03,1.0
ORD1672,2025-03-08,Notebook Set,Stationery,7.0,145.66,West,Debit Card,CUST1323,1019.62,2025-03,7.0
ORD2282,2025-03-08,Water Bottle,Accessories,7.0,325.41,North,Credit Card,CUST1207,2277.87,2025-03,7.0
ORD2252,2025-03-08,Water Bottle,Accessories,6.0,276.5,North,Debit Card,CUST1305,1659.0,2025-03,6.0
ORD1537,2025-03-08,Water Bottle,Accessories,2.0,273.54,South,Debit Card,CUST1164,547.08,2025-03,2.0
ORD1897,2025-03-08,Water Bottle,Accessories,6.0,324.54,West,Net Banking,CUST1746,1947.24,2025-03,6.0
ORD2494,2025-03-08,LED Desk Lamp,Electronics,7.0,925.93,South,Debit Card,CUST1467,6481.51,2025-03,7.0
ORD1963,2025-03-08,Office Chair,Furniture,4.0,4983.92,North,Cash,CUST1086,19935.68,2025-03,4.0
ORD2118,2025-03-09,Backpack,Accessories,8.0,1322.65,West,Net Banking,CUST1692,10581.2,2025-03,8.0
ORD2171,2025-03-09,LED Desk Lamp,Electronics,4.0,920.16,South,Cash,CUST1596,3680.64,2025-03,4.0
ORD2129,2025-03-09,LED Desk Lamp,Electronics,1.0,862.56,West,Upi,CUST1639,862.56,2025-03,1.0
ORD1502,2025-03-09,Coffee Mug,Kitchen,2.0,182.7,East,Net Banking,CUST1041,365.4,2025-03,2.0
ORD1713,2025-03-09,USB-C Cable,Electronics,3.0,260.16,East,Debit Card,CUST1610,780.48,2025-03,3.0
ORD1483,2025-03-09,Bluetooth Speaker,Electronics,2.0,1497.85,East,Credit Card,CUST1511,2995.7,2025-03,2.0
ORD1266,2025-03-10,USB-C Cable,Electronics,2.0,260.31,North,Debit Card,CUST1616,520.62,2025-03,2.0
ORD2040,2025-03-10,Water Bottle,Accessories,7.0,285.67,North,Cash,CUST1353,1999.69,2025-03,7.0
ORD1952,2025-03-10,USB-C Cable,Electronics,7.0,270.24,East,Credit Card,CUST1038,1891.68,2025-03,7.0
ORD2125,2025-03-10,Backpack,Accessories,1.0,1349.91,North,Cash,CUST1386,1349.91,2025-03,1.0
ORD1970,2025-03-11,Desk Organizer,Stationery,6.0,332.97,North,Cash,CUST1670,1997.82,2025-03,6.0
ORD2078,2025-03-11,Wireless Mouse,Electronics,6.0,589.36,East,Credit Card,CUST1296,3536.16,2025-03,6.0
ORD1920,2025-03-11,Bluetooth Speaker,Electronics,3.0,1396.32,North,Credit Card,CUST1981,4188.96,2025-03,3.0
ORD1325,2025-03-11,USB-C Cable,Electronics,5.0,230.94,South,Upi,CUST1051,1154.7,2025-03,5.0
ORD1776,2025-03-11,USB-C Cable,Electronics,8.0,230.83,South,Net Banking,CUST1611,1846.64,2025-03,8.0
ORD1111,2025-03-11,Coffee Mug,Kitchen,5.0,189.11,North,Upi,CUST1323,945.55,2025-03,5.0
ORD1852,2025-03-11,Desk Organizer,Stationery,6.0,374.43,North,Cash,CUST1888,2246.58,2025-03,6.0
ORD2308,2025-03-12,Backpack,Accessories,2.0,1345.81,West,Debit Card,CUST1370,2691.62,2025-03,2.0
ORD1322,2025-03-12,Table Lamp,Furniture,5.0,1108.33,West,Debit Card,CUST1838,5541.65,2025-03,5.0
ORD1568,2025-03-12,Notebook Set,Stationery,6.0,158.64,West,Credit Card,CUST1697,951.84,2025-03,6.0
ORD1578,2025-03-12,Water Bottle,Accessories,6.0,320.62,East,Cash,CUST1192,1923.72,2025-03,6.0
ORD1908,2025-03-13,Office Chair,Furniture,1.0,4838.18,West,Net Banking,CUST1862,4838.18,2025-03,1.0
ORD1178,2025-03-13,Backpack,Accessories,1.0,1348.43,South,Debit Card,CUST1455,1348.43,2025-03,1.0
ORD1447,2025-03-13,USB-C Cable,Electronics,3.0,240.22,East,Cash,CUST1586,720.66,2025-03,3.0
ORD1003,2025-03-13,Yoga Mat,Fitness,1.0,840.36,South,Debit Card,CUST1348,840.36,2025-03,1.0
ORD2093,2025-03-13,Table Lamp,Furniture,6.0,1163.56,South,Net Banking,CUST1583,6981.36,2025-03,6.0
ORD1756,2025-03-13,Backpack,Accessories,8.0,1215.84,South,Net Banking,CUST1702,9726.72,2025-03,8.0
ORD1750,2025-03-13,USB-C Cable,Electronics,7.0,235.16,South,Credit Card,CUST1538,1646.12,2025-03,7.0
ORD2249,2025-03-14,USB-C Cable,Electronics,4.0,228.72,East,Net Banking,CUST1348,914.88,2025-03,4.0
ORD1788,2025-03-14,Bluetooth Speaker,Electronics,5.0,1386.59,West,Credit Card,CUST1238,6932.95,2025-03,5.0
ORD2050,2025-03-14,Water Bottle,Accessories,8.0,326.28,South,Net Banking,CUST1292,2610.24,2025-03,8.0
ORD2370,2025-03-14,Backpack,Accessories,4.0,1229.64,North,Debit Card,CUST1058,4918.56,2025-03,4.0
ORD1246,2025-03-14,Bluetooth Speaker,Electronics,2.0,1577.88,East,Debit Card,CUST1927,3155.76,2025-03,2.0
ORD1811,2025-03-14,Yoga Mat,Fitness,6.0,784.59,East,Credit Card,CUST1098,4707.54,2025-03,6.0
ORD1490,2025-03-14,Coffee Mug,Kitchen,5.0,192.13,West,Credit Card,CUST1377,960.65,2025-03,5.0
ORD1931,2025-03-14,Office Chair,Furniture,6.0,5103.42,South,Net Banking,CUST1105,30620.52,2025-03,6.0
ORD2266,2025-03-14,LED Desk Lamp,Electronics,4.0,842.02,West,Credit Card,CUST1125,3368.08,2025-03,4.0
ORD1050,2025-03-14,LED Desk Lamp,Electronics,4.0,938.13,South,Cash,CUST1517,3752.52,2025-03,4.0
ORD1652,2025-03-15,Table Lamp,Furniture,1.0,1301.27,West,Debit Card,CUST1979,1301.27,2025-03,1.0
ORD1226,2025-03-15,Water Bottle,Accessories,2.0,307.65,North,Net Banking,CUST1608,615.3,2025-03,2.0
ORD1127,2025-03-15,Yoga Mat,Fitness,8.0,738.97,East,Debit Card,CUST1965,5911.76,2025-03,8.0
ORD2279,2025-03-15,Office Chair,Furniture,3.0,4681.73,North,Upi,CUST1314,14045.19,2025-03,3.0
ORD1436,2025-03-15,Coffee Mug,Kitchen,3.0,186.55,West,Net Banking,CUST1054,559.65,2025-03,3.0
ORD1731,2025-03-15,USB-C Cable,Electronics,1.0,271.2,South,Debit Card,CUST1449,271.2,2025-03,1.0
ORD1277,2025-03-15,Yoga Mat,Fitness,8.0,751.09,South,Credit Card,CUST1462,6008.72,2025-03,8.0
ORD1765,2025-03-15,Yoga Mat,Fitness,8.0,820.05,South,Upi,CUST1655,6560.4,2025-03,8.0
ORD1163,2025-03-15,Coffee Mug,Kitchen,4.0,203.26,East,Upi,CUST1651,813.04,2025-03,4.0
ORD1491,2025-03-16,Notebook Set,Stationery,5.0,156.14,South,Debit Card,CUST1377,780.7,2025-03,5.0
ORD1543,2025-03-16,Desk Organizer,Stationery,2.0,347.16,East,Cash,CUST1803,694.32,2025-03,2.0
ORD1542,2025-03-17,Bluetooth Speaker,Electronics,8.0,1408.96,North,Upi,CUST1174,11271.68,2025-03,8.0
ORD1607,2025-03-17,Backpack,Accessories,3.0,1179.34,West,Upi,Guest,3538.02,2025-03,3.0
ORD2204,2025-03-17,Backpack,Accessories,1.0,1312.25,North,Net Banking,CUST1110,1312.25,2025-03,1.0
ORD2354,2025-03-17,Bluetooth Speaker,Electronics,2.0,1584.7,South,Credit Card,CUST1121,3169.4,2025-03,2.0
ORD2407,2025-03-17,Coffee Mug,Kitchen,4.0,185.14,South,Credit Card,CUST1243,740.56,2025-03,4.0
ORD1662,2025-03-17,Water Bottle,Accessories,4.0,325.93,West,Net Banking,CUST1843,1303.72,2025-03,4.0
ORD1586,2025-03-17,Yoga Mat,Fitness,8.0,855.12,West,Credit Card,CUST1887,6840.96,2025-03,8.0
ORD1399,2025-03-17,Yoga Mat,Fitness,4.0,833.05,North,Cash,CUST1157,3332.2,2025-03,4.0
ORD1355,2025-03-18,Wireless Mouse,Electronics,8.0,619.79,West,Net Banking,CUST1388,4958.32,2025-03,8.0
ORD1320,2025-03-18,USB-C Cable,Electronics,4.0,270.99,East,Cash,CUST1721,1083.96,2025-03,4.0
ORD2203,2025-03-18,Coffee Mug,Kitchen,3.0,218.27,East,Upi,CUST1535,654.81,2025-03,3.0
ORD1045,2025-03-18,Desk Organizer,Stationery,8.0,336.17,North,Credit Card,CUST1469,2689.36,2025-03,8.0
ORD2488,2025-03-18,USB-C Cable,Electronics,6.0,272.22,South,Debit Card,CUST1967,1633.32,2025-03,6.0
ORD1365,2025-03-18,Office Chair,Furniture,7.0,643.29,West,Upi,CUST1869,4503.03,2025-03,7.0
ORD1366,2025-03-18,Notebook Set,Stationery,3.0,158.11,North,Net Banking,CUST1422,474.33,2025-03,3.0
ORD1797,2025-03-18,Desk Organizer,Stationery,4.0,339.26,North,Upi,CUST1996,1357.04,2025-03,4.0
ORD1085,2025-03-18,Water Bottle,Accessories,7.0,320.14,West,Net Banking,CUST1765,2240.98,2025-03,7.0
ORD2478,2025-03-19,Coffee Mug,Kitchen,3.0,205.08,West,Credit Card,CUST1796,615.24,2025-03,3.0
ORD1526,2025-03-19,Water Bottle,Accessories,6.0,277.26,South,Debit Card,CUST1810,1663.56,2025-03,6.0
ORD1779,2025-03-19,Office Chair,Furniture,1.0,4499.19,South,Cash,CUST1293,4499.19,2025-03,1.0
ORD1941,2025-03-19,Desk Organizer,Stationery,7.0,364.2,East,Credit Card,CUST1596,2549.4,2025-03,7.0
ORD1675,2025-03-19,Desk Organizer,Stationery,2.0,333.75,West,Debit Card,CUST1404,667.5,2025-03,2.0
ORD2215,2025-03-19,Bluetooth Speaker,Electronics,8.0,1393.52,West,Credit Card,CUST1119,11148.16,2025-03,8.0
ORD1902,2025-03-20,Bluetooth Speaker,Electronics,5.0,1501.01,East,Credit Card,CUST1116,7505.05,2025-03,5.0
ORD1055,2025-03-20,Wireless Mouse,Electronics,6.0,646.8,North,Cash,CUST1215,3880.8,2025-03,6.0
ORD2065,2025-03-20,Water Bottle,Accessories,8.0,321.38,North,Upi,CUST1745,2571.04,2025-03,8.0
ORD2349,2025-03-20,Notebook Set,Stationery,7.0,160.58,South,Cash,CUST1260,1124.06,2025-03,7.0
ORD1268,2025-03-20,LED Desk Lamp,Electronics,8.0,917.45,West,Upi,CUST1706,7339.6,2025-03,8.0
ORD1680,2025-03-20,Bluetooth Speaker,Electronics,4.0,1573.44,East,Upi,CUST1422,6293.76,2025-03,4.0
ORD2326,2025-03-21,Office Chair,Furniture,7.0,5012.12,East,Cash,CUST1597,35084.84,2025-03,7.0
ORD2152,2025-03-21,Backpack,Accessories,6.0,1403.74,North,Net Banking,CUST1887,8422.44,2025-03,6.0
ORD2374,2025-03-21,Yoga Mat,Fitness,4.0,799.4,West,Cash,CUST1206,3197.6,2025-03,4.0
ORD1884,2025-03-21,LED Desk Lamp,Electronics,8.0,861.02,South,Credit Card,CUST1920,6888.16,2025-03,8.0
ORD1562,2025-03-21,LED Desk Lamp,Electronics,5.0,960.64,North,Upi,CUST1137,4803.2,2025-03,5.0
ORD2465,2025-03-21,Water Bottle,Accessories,2.0,285.45,West,Upi,CUST1506,570.9,2025-03,2.0
ORD2415,2025-03-21,Coffee Mug,Kitchen,3.0,207.82,South,Debit Card,CUST1180,623.46,2025-03,3.0
ORD1956,2025-03-21,Yoga Mat,Fitness,1.0,863.49,North,Debit Card,CUST1464,863.49,2025-03,1.0
ORD2361,2025-03-22,Bluetooth Speaker,Electronics,4.0,1477.65,West,Upi,CUST1449,5910.6,2025-03,4.0
ORD1653,2025-03-22,Desk Organizer,Stationery,1.0,315.0,East,Upi,CUST1635,315.0,2025-03,1.0
ORD2179,2025-03-22,Bluetooth Speaker,Electronics,1.0,1642.46,West,Cash,CUST1765,1642.46,2025-03,1.0
ORD1749,2025-03-22,Yoga Mat,Fitness,8.0,862.62,East,Debit Card,CUST1187,6900.96,2025-03,8.0
ORD1907,2025-03-22,Desk Organizer,Stationery,1.0,328.64,East,Cash,CUST1067,328.64,2025-03,1.0
ORD1488,2025-03-23,Table Lamp,Furniture,5.0,1277.17,East,Credit Card,CUST1514,6385.85,2025-03,5.0
ORD1309,2025-03-23,Yoga Mat,Fitness,3.0,781.89,East,Credit Card,CUST1344,2345.67,2025-03,3.0
ORD1295,2025-03-23,Table Lamp,Furniture,6.0,1312.99,South,Cash,CUST1527,7877.94,2025-03,6.0
ORD1078,2025-03-23,Yoga Mat,Fitness,8.0,817.0,West,Net Banking,CUST1456,6536.0,2025-03,8.0
ORD2284,2025-03-23,Wireless Mouse,Electronics,8.0,643.29,North,Debit Card,CUST1029,5146.32,2025-03,8.0
ORD1863,2025-03-23,Office Chair,Furniture,2.0,5056.33,North,Upi,CUST1325,10112.66,2025-03,2.0
ORD2278,2025-03-23,USB-C Cable,Electronics,7.0,236.91,North,Credit Card,CUST1554,1658.37,2025-03,7.0
ORD1191,2025-03-24,Bluetooth Speaker,Electronics,3.0,1368.79,East,Net Banking,CUST1648,4106.37,2025-03,3.0
ORD1625,2025-03-24,Coffee Mug,Kitchen,4.0,192.27,East,Credit Card,CUST1519,769.08,2025-03,4.0
ORD1880,2025-03-24,LED Desk Lamp,Electronics,3.0,938.26,North,Credit Card,CUST1116,2814.78,2025-03,3.0
ORD1787,2025-03-24,Notebook Set,Stationery,1.0,138.63,North,Upi,CUST1995,138.63,2025-03,1.0
ORD1824,2025-03-24,Table Lamp,Furniture,4.0,1214.14,South,Debit Card,CUST1784,4856.56,2025-03,4.0
ORD1594,2025-03-24,Wireless Mouse,Electronics,4.0,541.25,North,Upi,CUST1231,2165.0,2025-03,4.0
ORD1893,2025-03-24,LED Desk Lamp,Electronics,6.0,970.48,North,Debit Card,CUST1863,5822.88,2025-03,6.0
ORD1412,2025-03-25,Notebook Set,Stationery,7.0,142.45,West,Cash,CUST1116,997.15,2025-03,7.0
ORD1452,2025-03-25,Coffee Mug,Kitchen,1.0,213.68,North,Debit Card,CUST1650,213.68,2025-03,1.0
ORD2060,2025-03-25,Bluetooth Speaker,Electronics,1.0,1531.42,South,Net Banking,CUST1539,1531.42,2025-03,1.0
ORD2343,2025-03-25,Office Chair,Furniture,4.0,4552.35,East,Upi,CUST1871,18209.4,2025-03,4.0
ORD2193,2025-03-25,Coffee Mug,Kitchen,3.0,187.51,North,Cash,CUST1330,562.53,2025-03,3.0
ORD1499,2025-03-25,Table Lamp,Furniture,6.0,1187.67,South,Credit Card,CUST1966,7126.02,2025-03,6.0
ORD1503,2025-03-25,Notebook Set,Stationery,3.0,136.82,South,Cash,CUST1405,410.46,2025-03,3.0
ORD1523,2025-03-26,Wireless Mouse,Electronics,4.0,635.71,East,Upi,CUST1940,2542.84,2025-03,4.0
ORD1608,2025-03-26,Coffee Mug,Kitchen,4.0,179.21,North,Credit Card,CUST1855,716.84,2025-03,4.0
ORD2331,2025-03-26,Table Lamp,Furniture,6.0,1226.84,West,Cash,CUST1166,7361.04,2025-03,6.0
ORD1133,2025-03-26,Office Chair,Furniture,7.0,5192.63,East,Debit Card,CUST1833,36348.41,2025-03,7.0
ORD1986,2025-03-26,Table Lamp,Furniture,7.0,1216.9,West,Debit Card,CUST1446,8518.3,2025-03,7.0
ORD1081,2025-03-27,LED Desk Lamp,Electronics,6.0,969.67,North,Upi,CUST1154,5818.02,2025-03,6.0
ORD1052,2025-03-27,Wireless Mouse,Electronics,3.0,615.43,East,Upi,CUST1759,1846.29,2025-03,3.0
ORD1917,2025-03-27,Bluetooth Speaker,Electronics,8.0,1615.68,North,Net Banking,CUST1784,12925.44,2025-03,8.0
ORD2314,2025-03-27,Desk Organizer,Stationery,5.0,331.35,West,Upi,CUST1981,1656.75,2025-03,5.0
ORD1903,2025-03-27,Desk Organizer,Stationery,6.0,341.74,North,Upi,CUST1198,2050.44,2025-03,6.0
ORD1145,2025-03-27,Water Bottle,Accessories,7.0,296.33,East,Upi,CUST1714,2074.31,2025-03,7.0
ORD1409,2025-03-27,Backpack,Accessories,7.0,1378.0,East,Debit Card,CUST1342,9646.0,2025-03,7.0
ORD2469,2025-03-28,Backpack,Accessories,7.0,1345.22,East,Debit Card,CUST1400,9416.54,2025-03,7.0
ORD1904,2025-03-28,Water Bottle,Accessories,8.0,323.89,North,Credit Card,CUST1493,2591.12,2025-03,8.0
ORD1822,2025-03-28,USB-C Cable,Electronics,3.0,250.69,West,Cash,CUST1924,752.07,2025-03,3.0
ORD1923,2025-03-28,Yoga Mat,Fitness,8.0,727.21,North,Debit Card,CUST1924,5817.68,2025-03,8.0
ORD2105,2025-03-28,Notebook Set,Stationery,4.0,151.83,West,Credit Card,CUST1238,607.32,2025-03,4.0
ORD1150,2025-03-28,LED Desk Lamp,Electronics,7.0,925.94,East,Net Banking,CUST1389,6481.58,2025-03,7.0
ORD2271,2025-03-28,Backpack,Accessories,1.0,1418.01,West,Cash,CUST1661,1418.01,2025-03,1.0
ORD1265,2025-03-28,Backpack,Accessories,3.0,1298.01,West,Cash,CUST1946,3894.03,2025-03,3.0
ORD1143,2025-03-29,Backpack,Accessories,5.0,1382.28,East,Cash,CUST1857,6911.4,2025-03,5.0
ORD1595,2025-03-30,Table Lamp,Furniture,5.0,1110.02,West,Net Banking,CUST1602,5550.1,2025-03,5.0
ORD1110,2025-03-30,USB-C Cable,Electronics,7.0,273.73,East,Cash,CUST1719,1916.11,2025-03,7.0
ORD1364,2025-03-30,Wireless Mouse,Electronics,7.0,633.24,East,Debit Card,CUST1418,4432.68,2025-03,7.0
ORD1481,2025-03-30,Coffee Mug,Kitchen,5.0,185.75,South,Cash,CUST1750,928.75,2025-03,5.0
ORD1726,2025-03-30,Yoga Mat,Fitness,7.0,836.68,North,Upi,CUST1457,5856.76,2025-03,7.0
ORD1558,2025-03-30,USB-C Cable,Electronics,7.0,237.25,West,Net Banking,CUST1623,1660.75,2025-03,7.0
ORD1258,2025-03-30,Bluetooth Speaker,Electronics,4.0,1568.84,North,Net Banking,CUST1752,6275.36,2025-03,4.0
ORD2267,2025-03-31,USB-C Cable,Electronics,2.0,267.45,West,Debit Card,CUST1586,534.9,2025-03,2.0
ORD1535,2025-03-31,Backpack,Accessories,7.0,1195.45,West,Net Banking,CUST1666,8368.15,2025-03,7.0
ORD1269,2025-03-31,Coffee Mug,Kitchen,8.0,180.79,East,Net Banking,CUST1445,1446.32,2025-03,8.0
ORD1575,2025-03-31,Backpack,Accessories,8.0,1234.57,West,Cash,CUST1693,9876.56,2025-03,8.0
ORD1204,2025-03-31,Water Bottle,Accessories,1.0,279.95,South,Net Banking,CUST1673,279.95,2025-03,1.0
ORD1047,2025-03-31,Office Chair,Furniture,2.0,5378.19,East,Cash,CUST1161,10756.38,2025-03,2.0
ORD1200,2025-04-01,LED Desk Lamp,Electronics,2.0,913.01,South,Upi,CUST1672,1826.02,2025-04,2.0
ORD1403,2025-04-01,Bluetooth Speaker,Electronics,2.0,1528.06,East,Debit Card,CUST1012,3056.12,2025-04,2.0
ORD1519,2025-04-01,Backpack,Accessories,3.0,1214.85,East,Cash,CUST1935,3644.55,2025-04,3.0
ORD1432,2025-04-01,Water Bottle,Accessories,8.0,306.02,East,Net Banking,CUST1604,2448.16,2025-04,8.0
ORD1514,2025-04-02,Table Lamp,Furniture,8.0,1209.68,West,Cash,CUST1934,9677.44,2025-04,8.0
ORD2299,2025-04-02,Yoga Mat,Fitness,7.0,747.41,North,Credit Card,CUST1473,5231.87,2025-04,7.0
ORD1829,2025-04-02,Coffee Mug,Kitchen,3.0,184.61,East,Net Banking,CUST1255,553.83,2025-04,3.0
ORD2390,2025-04-02,Coffee Mug,Kitchen,3.0,187.72,North,Net Banking,CUST1221,563.16,2025-04,3.0
ORD1161,2025-04-02,Yoga Mat,Fitness,5.0,877.73,East,Credit Card,CUST1849,4388.65,2025-04,5.0
ORD2301,2025-04-02,Table Lamp,Furniture,4.0,1100.67,East,Upi,CUST1239,4402.68,2025-04,4.0
ORD1598,2025-04-02,Coffee Mug,Kitchen,4.0,185.66,West,Credit Card,CUST1233,742.64,2025-04,4.0
ORD1180,2025-04-02,Desk Organizer,Stationery,1.0,341.89,South,Credit Card,CUST1971,341.89,2025-04,1.0
ORD2444,2025-04-03,Notebook Set,Stationery,7.0,145.38,North,Cash,CUST1894,1017.66,2025-04,7.0
ORD1217,2025-04-03,Table Lamp,Furniture,2.0,1183.82,North,Upi,CUST1446,2367.64,2025-04,2.0
ORD2212,2025-04-03,Yoga Mat,Fitness,7.0,847.68,North,Upi,CUST1138,5933.76,2025-04,7.0
ORD1179,2025-04-03,Notebook Set,Stationery,2.0,163.33,East,Net Banking,CUST1923,326.66,2025-04,2.0
ORD1612,2025-04-03,LED Desk Lamp,Electronics,6.0,885.69,North,Credit Card,CUST1871,5314.14,2025-04,6.0
ORD2302,2025-04-03,Coffee Mug,Kitchen,1.0,190.27,South,Credit Card,CUST1200,190.27,2025-04,1.0
ORD2355,2025-04-03,Bluetooth Speaker,Electronics,1.0,1512.8,East,Upi,CUST1691,1512.8,2025-04,1.0
ORD1237,2025-04-03,Wireless Mouse,Electronics,5.0,560.7,South,Cash,CUST1970,2803.5,2025-04,5.0
ORD2120,2025-04-04,Office Chair,Furniture,6.0,5308.49,North,Cash,CUST1389,31850.94,2025-04,6.0
ORD2143,2025-04-04,Backpack,Accessories,2.0,1272.21,South,Upi,CUST1114,2544.42,2025-04,2.0
ORD2237,2025-04-04,Desk Organizer,Stationery,6.0,371.28,North,Upi,CUST1449,2227.68,2025-04,6.0
ORD1525,2025-04-04,USB-C Cable,Electronics,2.0,242.7,West,Net Banking,CUST1103,485.4,2025-04,2.0
ORD2128,2025-04-04,LED Desk Lamp,Electronics,7.0,845.38,East,Net Banking,CUST1219,5917.66,2025-04,7.0
ORD1303,2025-04-04,Backpack,Accessories,1.0,1273.17,South,Cash,CUST1566,1273.17,2025-04,1.0
ORD1241,2025-04-04,Backpack,Accessories,4.0,1421.0,East,Debit Card,CUST1239,5684.0,2025-04,4.0
ORD2037,2025-04-04,Backpack,Accessories,8.0,1329.95,East,Cash,CUST1179,10639.6,2025-04,8.0
ORD2340,2025-04-05,Notebook Set,Stationery,6.0,153.8,West,Credit Card,CUST1121,922.8,2025-04,6.0
ORD2328,2025-04-05,LED Desk Lamp,Electronics,1.0,902.18,South,Credit Card,CUST1243,902.18,2025-04,1.0
ORD1375,2025-04-05,Notebook Set,Stationery,6.0,146.44,South,Upi,CUST1016,878.64,2025-04,6.0
ORD1311,2025-04-05,Wireless Mouse,Electronics,6.0,619.82,West,Net Banking,CUST1315,3718.92,2025-04,6.0
ORD1911,2025-04-06,Notebook Set,Stationery,8.0,158.82,East,Upi,CUST1537,1270.56,2025-04,8.0
ORD1382,2025-04-06,Coffee Mug,Kitchen,1.0,203.69,West,Debit Card,CUST1016,203.69,2025-04,1.0
ORD1790,2025-04-06,Coffee Mug,Kitchen,8.0,206.84,North,Cash,CUST1082,1654.72,2025-04,8.0
ORD1249,2025-04-06,Bluetooth Speaker,Electronics,4.0,1357.55,North,Cash,CUST1810,5430.2,2025-04,4.0
ORD1496,2025-04-06,Table Lamp,Furniture,8.0,1312.8,North,Net Banking,CUST1097,10502.4,2025-04,8.0
ORD2435,2025-04-06,Office Chair,Furniture,3.0,5203.01,South,Debit Card,CUST1186,15609.03,2025-04,3.0
ORD1434,2025-04-06,Office Chair,Furniture,3.0,5009.82,West,Net Banking,CUST1141,15029.46,2025-04,3.0
ORD1804,2025-04-07,Table Lamp,Furniture,6.0,1252.81,East,Credit Card,CUST1496,7516.86,2025-04,6.0
ORD2439,2025-04-07,Bluetooth Speaker,Electronics,2.0,1432.07,East,Credit Card,CUST1599,2864.14,2025-04,2.0
ORD2421,2025-04-07,LED Desk Lamp,Electronics,8.0,822.03,South,Debit Card,CUST1200,6576.24,2025-04,8.0
ORD1494,2025-04-07,Desk Organizer,Stationery,5.0,321.36,South,Debit Card,CUST1503,1606.8,2025-04,5.0
ORD1882,2025-04-07,Office Chair,Furniture,7.0,4543.0,South,Cash,CUST1579,31801.0,2025-04,7.0
ORD1373,2025-04-08,LED Desk Lamp,Electronics,8.0,905.05,East,Cash,CUST1267,7240.4,2025-04,8.0
ORD1833,2025-04-08,Yoga Mat,Fitness,2.0,843.76,East,Cash,CUST1900,1687.52,2025-04,2.0
ORD1753,2025-04-08,Notebook Set,Stationery,2.0,143.8,East,Upi,CUST1561,287.6,2025-04,2.0
ORD1510,2025-04-08,Wireless Mouse,Electronics,7.0,559.8,South,Upi,CUST1281,3918.6,2025-04,7.0
ORD2498,2025-04-08,Backpack,Accessories,1.0,1419.55,South,Credit Card,CUST1276,1419.55,2025-04,1.0
ORD1980,2025-04-08,Wireless Mouse,Electronics,7.0,578.95,North,Cash,CUST1978,4052.65,2025-04,7.0
ORD1388,2025-04-08,Backpack,Accessories,7.0,1312.69,North,Credit Card,CUST1719,9188.83,2025-04,7.0
ORD2097,2025-04-08,Water Bottle,Accessories,7.0,281.91,South,Debit Card,CUST1115,1973.37,2025-04,7.0
ORD1588,2025-04-08,Desk Organizer,Stationery,5.0,342.93,South,Upi,CUST1205,1714.65,2025-04,5.0
ORD2169,2025-04-08,Coffee Mug,Kitchen,3.0,196.27,South,Net Banking,CUST1220,588.81,2025-04,3.0
ORD1142,2025-04-09,Office Chair,Furniture,4.0,5420.78,South,Credit Card,CUST1282,21683.12,2025-04,4.0
ORD1853,2025-04-09,Desk Organizer,Stationery,4.0,382.49,North,Cash,CUST1496,1529.96,2025-04,4.0
ORD1082,2025-04-09,Notebook Set,Stationery,3.0,155.15,North,Debit Card,CUST1417,465.45,2025-04,3.0
ORD1571,2025-04-09,Wireless Mouse,Electronics,1.0,558.62,South,Upi,CUST1662,558.62,2025-04,1.0
ORD2114,2025-04-09,Bluetooth Speaker,Electronics,8.0,1443.4,West,Debit Card,CUST1470,11547.2,2025-04,8.0
